BT18ECE045,MAL101,FF,BEL102,CC,BEL101,DD,CSL101,DD,ECL101,DD*,HUL101,CC
BT18ECE046,MAL101,FF,BEL102,BC,BEL101,CC,CSL101,CC,ECL101,CD,HUL101,BC
BT18ECE047,MAL101,BC,BEL102,BB,BEL101,BC,CSL101,BB,ECL101,BC,HUL101,AB
BT18ECE048,MAL101,CD,BEL102,BB,BEL101,CC,CSL101,CC,ECL101,BB,HUL101,BB
BT18ECE049,MAL101,AB,BEL102,AA,BEL101,BC,CSL101,BB,ECL101,BB,HUL101,AB
BT18ECE050,MAL101,BB,BEL102,BC,BEL101,CC,CSL101,DD,ECL101,BC,HUL101,BB
BT18ECE051,MAL101,AB,BEL102,AB,BEL101,BC,CSL101,BB,ECL101,AB,HUL101,AB
BT18ECE052,MAL101,CD,BEL102,BB,BEL101,CD,CSL101,BC,ECL101,BC,HUL101,BB
BT18ECE053,MAL101,AB,BEL102,AA,BEL101,AB,CSL101,AB,ECL101,AB,HUL101,AB
BT18ECE054,MAL101,DD,BEL102,BB,BEL101,BB,CSL101,BC,ECL101,CD,HUL101,BC
BT18ECE055,MAL101,AA,BEL102,AB,BEL101,AB,CSL101,AB,ECL101,AA,HUL101,BB
BT18ECE056,MAL101,FF,BEL102,CC,BEL101,FF,CSL101,FF,ECL101,FF,HUL101,CC
BT18ECE057,MAL101,CC,BEL102,BC,BEL101,AB,CSL101,DD,ECL101,BB,HUL101,BC
BT18ECE058,MAL101,Abs,BEL102,W,BEL101,FF,CSL101,FF,ECL101,FF,HUL101,W
BT18ECE059,MAL101,FF,BEL102,CD,BEL101,DD,CSL101,FF,ECL101,FF,HUL101,BC
BT18ECE060,MAL101,FF,BEL102,BC,BEL101,DD,CSL101,FF,ECL101,DD*,HUL101,BB
BT18ECE061,MAL101,BB,BEL102,BC,BEL101,CC,CSL101,CC,ECL101,BC,HUL101,BC
BT18ECE062,MAL101,CC,BEL102,BB,BEL101,CC,CSL101,CD,ECL101,DD*,HUL101,BB
BT18ECE063,MAL101,Abs,BEL102,W,BEL101,W,CSL101,FF,ECL101,FF,HUL101,W
