BT17ECE043,ECL204,DD,ECL201,DD,ECL203,DD*,MAL201,FF,ECL204,FF,CSP201,CD,NULL,NULL
BT17ECE044,ECL204,CC,ECL201,BC,ECL203,CD,MAL201,CC,ECL204,BC,CSP201,CD,NULL,NULL
BT17ECE045,ECL204,CC,ECL201,CD,ECL203,CC,MAL201,CD,ECL204,BC,CSP201,CD,NULL,NULL
BT17ECE046,ECL204,FF,ECL201,DD,ECL203,FF,MAL201,DD,ECL204,FF,CSP201,DD,NULL,NULL
BT17ECE047,ECL204,FF,ECL201,DD,ECL203,FF,MAL201,FF,ECL204,FF,CSP201,CD,NULL,NULL
BT17ECE048,ECL204,BC,ECL201,CD,ECL203,CD*,MAL201,FF,ECL204,CD,CSP201,CD,NULL,NULL
BT17ECE049,ECL204,FF,ECL201,DD,ECL203,FF,MAL201,FF,ECL204,FF,CSP201,DD,NULL,NULL
BT17ECE050,ECL204,AB,ECL201,BC,ECL203,AA,MAL201,AB,ECL204,AB,CSP201,AA,NULL,NULL
BT17ECE051,ECL204,BC,ECL201,CC,ECL203,CD,MAL201,CD,ECL204,DD,CSP201,BC,NULL,NULL
BT17ECE052,ECL204,CD,ECL201,AB,ECL203,BB,MAL201,BC,ECL204,BB,CSP201,CC,NULL,NULL
BT17ECE055,ECL204,FF,ECL201,DD,ECL203,FF,MAL201,FF,ECL204,FF,CSP201,CD,NULL,NULL
BT17ECE056,ECL204,BB,ECL201,BC,ECL203,BB,MAL201,CC,ECL204,BC,CSP201,BB,NULL,NULL
BT17ECE057,ECL204,CC,ECL201,CC,ECL203,DD*,MAL201,CD,ECL204,DD,CSP201,CC,NULL,NULL
BT17ECE058,ECL204,FF,ECL201,DD,ECL203,FF,MAL201,FF,ECL204,FF,CSP201,DD,NULL,NULL
BT17ECE059,ECL204,DD,ECL201,DD,ECL203,FF,MAL201,DD,ECL204,FF,CSP201,CD,NULL,NULL
BT17ECE060,ECL204,BC,ECL201,BC,ECL203,BB,MAL201,BB,ECL204,BB,CSP201,AB,NULL,NULL
BT17ECE062,ECL204,BB,ECL201,CD,ECL203,DD,MAL201,CD,ECL204,CD,CSP201,BB,NULL,NULL
BT17ECE063,ECL204,BB,ECL201,BC,ECL203,CC,MAL201,BC,ECL204,BC,CSP201,BB,NULL,NULL
BT17ECE066,ECL204,CC,ECL201,CD,ECL203,BC,MAL201,DD,ECL204,CD,CSP201,BB,NULL,NULL
BT17ECE067,ECL204,CD,ECL201,CD,ECL203,CC,MAL201,CD*,ECL204,BC,CSP201,BB,NULL,NULL
BT17ECE068,ECL204,CC,ECL201,CC,ECL203,BC,MAL201,CC,ECL204,CC,CSP201,AB,NULL,NULL
BT17ECE069,ECL204,DD*,ECL201,DD,ECL203,FF,MAL201,DD,ECL204,DD,CSP201,BC,NULL,NULL
BT17ECE070,ECL204,BB,ECL201,BC,ECL203,BC,MAL201,CC,ECL204,BB,CSP201,CC,NULL,NULL
BT17ECE071,ECL204,BB,ECL201,AA,ECL203,AB,MAL201,BB,ECL204,BB,CSP201,AB,NULL,NULL
BT17ECE072,ECL204,CD,ECL201,CC,ECL203,CC,MAL201,CD,ECL204,CC,CSP201,BB,NULL,NULL
BT17ECE073,ECL204,DD,ECL201,CC,ECL203,DD,MAL201,CD,ECL204,CD,CSP201,CD,NULL,NULL
BT17ECE074,ECL204,DD,ECL201,DD,ECL203,DD,MAL201,DD*,ECL204,CD,CSP201,CD,NULL,NULL
BT17ECE075,ECL204,DD,ECL201,DD,ECL203,DD,MAL201,FF,ECL204,DD,CSP201,CD,NULL,NULL
BT17ECE076,ECL204,AA,ECL201,AA,ECL203,AA,MAL201,AA,ECL204,AB,CSP201,AB,NULL,NULL
BT17ECE077,ECL204,BC,ECL201,BB,ECL203,BC,MAL201,CC,ECL204,BC,CSP201,AB,NULL,NULL
BT17ECE078,ECL204,CC,ECL201,CC,ECL203,DD,MAL201,CD,ECL204,DD*,CSP201,CD,NULL,NULL
BT17ECE079,ECL204,AA,ECL201,AA,ECL203,BB,MAL201,BB,ECL204,BC,CSP201,BB,NULL,NULL
BT17ECE081,ECL204,CD,ECL201,DD,ECL203,DD,MAL201,BC,ECL204,CC,CSP201,CD,NULL,NULL
